"","county","cluster_id","surv_year","month","n_traps","total_mos","total_trap_nights","mos_per_trap_night","species"
"15953","Sacramento",140020,2015,2,1,13,43,0.302325581395349,"Cx. pipiens"
"15954","Sacramento",140020,2015,3,1,13,42,0.30952380952381,"Cx. pipiens"
"15955","Sacramento",140020,2015,4,1,25,69,0.36231884057971,"Cx. pipiens"
"15956","Sacramento",140020,2015,5,2,61,66,0.924242424242424,"Cx. pipiens"
"15957","Sacramento",140020,2015,6,2,59,35,1.68571428571429,"Cx. pipiens"
"15958","Sacramento",140020,2015,7,2,54,23,2.34782608695652,"Cx. pipiens"
"15959","Sacramento",140020,2015,8,2,40,41,0.975609756097561,"Cx. pipiens"
"15960","Sacramento",140020,2015,9,2,31,40,0.775,"Cx. pipiens"
"15961","Sacramento",140020,2015,10,2,77,36,2.13888888888889,"Cx. pipiens"
"15962","Sacramento",140020,2015,11,1,9,35,0.257142857142857,"Cx. pipiens"
"15963","Sacramento",140020,2015,12,1,9,28,0.321428571428571,"Cx. pipiens"
"15964","Sacramento",140020,2016,1,1,10,35,0.285714285714286,"Cx. pipiens"
"15965","Sacramento",140020,2016,2,1,14,40,0.35,"Cx. pipiens"
"15966","Sacramento",140020,2016,3,1,11,52,0.211538461538462,"Cx. pipiens"
"15967","Sacramento",140020,2016,4,1,29,63,0.46031746031746,"Cx. pipiens"
"15968","Sacramento",140020,2016,5,2,117,87,1.3448275862069,"Cx. pipiens"
"15969","Sacramento",140020,2016,6,2,102,53,1.92452830188679,"Cx. pipiens"
"15970","Sacramento",140020,2016,7,2,32,48,0.666666666666667,"Cx. pipiens"
"15971","Sacramento",140020,2016,8,3,37,40,0.925,"Cx. pipiens"
"15972","Sacramento",140020,2016,9,4,122,73,1.67123287671233,"Cx. pipiens"
"15973","Sacramento",140020,2016,10,2,69,73,0.945205479452055,"Cx. pipiens"
"15974","Sacramento",140020,2016,11,1,30,42,0.714285714285714,"Cx. pipiens"
"15975","Sacramento",140020,2016,12,1,6,28,0.214285714285714,"Cx. pipiens"
"15976","Sacramento",140020,2017,1,1,1,5,0.2,"Cx. pipiens"
"15977","Sacramento",140020,2017,2,1,6,22,0.272727272727273,"Cx. pipiens"
"15978","Sacramento",140020,2017,3,1,7,28,0.25,"Cx. pipiens"
"15979","Sacramento",140020,2017,4,1,16,35,0.457142857142857,"Cx. pipiens"
"15980","Sacramento",140020,2017,5,2,117,71,1.64788732394366,"Cx. pipiens"
"15981","Sacramento",140020,2017,6,2,136,55,2.47272727272727,"Cx. pipiens"
"15982","Sacramento",140020,2017,7,2,38,42,0.904761904761905,"Cx. pipiens"
"15983","Sacramento",140020,2017,8,2,20,20,1,"Cx. pipiens"
"15984","Sacramento",140020,2017,9,2,56,28,2,"Cx. pipiens"
"15985","Sacramento",140020,2017,10,2,25,66,0.378787878787879,"Cx. pipiens"
"15986","Sacramento",140020,2017,11,1,9,33,0.272727272727273,"Cx. pipiens"
"15987","Sacramento",140020,2017,12,1,6,21,0.285714285714286,"Cx. pipiens"
"15988","Sacramento",140020,2018,1,1,5,33,0.151515151515152,"Cx. pipiens"
"15989","Sacramento",140020,2018,3,1,1,7,0.142857142857143,"Cx. pipiens"
"15990","Sacramento",140020,2018,4,1,2,7,0.285714285714286,"Cx. pipiens"
"15991","Sacramento",140020,2018,5,2,74,45,1.64444444444444,"Cx. pipiens"
"15992","Sacramento",140020,2018,6,2,97,15,6.46666666666667,"Cx. pipiens"
"15993","Sacramento",140020,2018,7,2,58,20,2.9,"Cx. pipiens"
"15994","Sacramento",140020,2018,8,2,19,10,1.9,"Cx. pipiens"
"15995","Sacramento",140020,2018,9,2,35,52,0.673076923076923,"Cx. pipiens"
"15996","Sacramento",140020,2018,10,2,58,43,1.34883720930233,"Cx. pipiens"
"15997","Sacramento",140020,2018,11,1,51,28,1.82142857142857,"Cx. pipiens"
"15998","Sacramento",140020,2018,12,1,8,21,0.380952380952381,"Cx. pipiens"
"15999","Sacramento",140020,2019,1,1,7,44,0.159090909090909,"Cx. pipiens"
"16000","Sacramento",140020,2019,4,1,22,66,0.333333333333333,"Cx. pipiens"
"16001","Sacramento",140020,2019,5,2,27,33,0.818181818181818,"Cx. pipiens"
"16002","Sacramento",140020,2019,6,2,15,24,0.625,"Cx. pipiens"
"16003","Sacramento",140020,2019,7,3,29,21,1.38095238095238,"Cx. pipiens"
"16004","Sacramento",140020,2019,8,3,19,14,1.35714285714286,"Cx. pipiens"
"16005","Sacramento",140020,2019,9,1,3,13,0.230769230769231,"Cx. pipiens"
"16006","Sacramento",140020,2019,10,2,12,21,0.571428571428571,"Cx. pipiens"
"16007","Sacramento",140020,2019,11,1,5,21,0.238095238095238,"Cx. pipiens"
"16008","Sacramento",140020,2019,12,1,9,55,0.163636363636364,"Cx. pipiens"
"16009","Sacramento",140020,2020,1,1,2,6,0.333333333333333,"Cx. pipiens"
"16010","Sacramento",140020,2020,2,1,2,14,0.142857142857143,"Cx. pipiens"
"16011","Sacramento",140020,2020,3,1,4,13,0.307692307692308,"Cx. pipiens"
"16012","Sacramento",140020,2020,4,1,2,21,0.0952380952380952,"Cx. pipiens"
"16013","Sacramento",140020,2020,5,2,21,32,0.65625,"Cx. pipiens"
"16014","Sacramento",140020,2020,6,2,35,20,1.75,"Cx. pipiens"
"16015","Sacramento",140020,2020,7,2,65,20,3.25,"Cx. pipiens"
"16016","Sacramento",140020,2020,8,2,25,20,1.25,"Cx. pipiens"
"16017","Sacramento",140020,2020,9,3,50,20,2.5,"Cx. pipiens"
"16018","Sacramento",140020,2020,10,2,69,41,1.68292682926829,"Cx. pipiens"
"16019","Sacramento",140020,2020,11,1,10,28,0.357142857142857,"Cx. pipiens"
"16020","Sacramento",140020,2020,12,1,2,7,0.285714285714286,"Cx. pipiens"
"16021","Sacramento",140020,2021,1,1,3,16,0.1875,"Cx. pipiens"
"16022","Sacramento",140020,2021,5,3,12,24,0.5,"Cx. pipiens"
"16023","Sacramento",140020,2021,6,3,49,15,3.26666666666667,"Cx. pipiens"
"16024","Sacramento",140020,2021,7,3,29,20,1.45,"Cx. pipiens"
"16025","Sacramento",140020,2021,8,3,11,17,0.647058823529412,"Cx. pipiens"
"16026","Sacramento",140020,2021,9,3,77,55,1.4,"Cx. pipiens"
"16027","Sacramento",140020,2021,10,2,51,49,1.04081632653061,"Cx. pipiens"
"16028","Sacramento",140020,2021,11,1,9,47,0.191489361702128,"Cx. pipiens"
"16029","Sacramento",140020,2021,12,1,2,8,0.25,"Cx. pipiens"
"16030","Sacramento",140020,2022,1,1,1,7,0.142857142857143,"Cx. pipiens"
"16031","Sacramento",140020,2022,2,1,1,6,0.166666666666667,"Cx. pipiens"
"16032","Sacramento",140020,2022,4,2,10,32,0.3125,"Cx. pipiens"
"16033","Sacramento",140020,2022,5,2,32,49,0.653061224489796,"Cx. pipiens"
"16034","Sacramento",140020,2022,6,2,17,52,0.326923076923077,"Cx. pipiens"
"16035","Sacramento",140020,2022,7,1,25,5,5,"Cx. pipiens"
"16036","Sacramento",140020,2022,8,3,19,27,0.703703703703704,"Cx. pipiens"
"16037","Sacramento",140020,2022,9,5,43,33,1.3030303030303,"Cx. pipiens"
"16038","Sacramento",140020,2022,10,1,2,15,0.133333333333333,"Cx. pipiens"
"16039","Sacramento",140020,2022,11,1,3,21,0.142857142857143,"Cx. pipiens"
"16040","Sacramento",140020,2022,12,1,1,7,0.142857142857143,"Cx. pipiens"
"16041","Sacramento",140020,2023,2,1,1,7,0.142857142857143,"Cx. pipiens"
"16042","Sacramento",140020,2023,5,1,2,1,2,"Cx. pipiens"
"16043","Sacramento",140020,2023,6,2,90,40,2.25,"Cx. pipiens"
"16044","Sacramento",140020,2023,7,2,19,53,0.358490566037736,"Cx. pipiens"
"16045","Sacramento",140020,2023,8,2,25,52,0.480769230769231,"Cx. pipiens"
"16046","Sacramento",140020,2023,9,2,26,33,0.787878787878788,"Cx. pipiens"
"16047","Sacramento",140020,2023,10,2,6,15,0.4,"Cx. pipiens"
"16048","Sacramento",140020,2023,11,2,4,39,0.102564102564103,"Cx. pipiens"
"16049","Sacramento",140020,2023,12,1,2,14,0.142857142857143,"Cx. pipiens"
"16050","Sacramento",140021,2008,7,1,50,4,12.5,"Cx. pipiens"
"16051","Sacramento",140021,2008,8,1,34,1,34,"Cx. pipiens"
"16052","Sacramento",140021,2009,10,1,265,2,132.5,"Cx. pipiens"
"16053","Sacramento",140021,2020,4,1,1,1,1,"Cx. pipiens"
"16054","Sacramento",140022,2003,2,1,3,13,0.230769230769231,"Cx. pipiens"
"16055","Sacramento",140022,2003,3,1,2,14,0.142857142857143,"Cx. pipiens"
"16056","Sacramento",140022,2003,5,1,1,8,0.125,"Cx. pipiens"
"16057","Sacramento",140022,2003,6,1,5,27,0.185185185185185,"Cx. pipiens"
"16058","Sacramento",140022,2003,7,1,3,14,0.214285714285714,"Cx. pipiens"
"16059","Sacramento",140022,2003,8,1,3,14,0.214285714285714,"Cx. pipiens"
"16060","Sacramento",140022,2003,9,1,12,13,0.923076923076923,"Cx. pipiens"
"16061","Sacramento",140022,2003,10,1,17,13,1.30769230769231,"Cx. pipiens"
"16062","Sacramento",140022,2004,5,1,11,22,0.5,"Cx. pipiens"
"16063","Sacramento",140022,2004,6,1,13,28,0.464285714285714,"Cx. pipiens"
"16064","Sacramento",140022,2004,7,1,32,29,1.10344827586207,"Cx. pipiens"
"16065","Sacramento",140022,2004,8,1,36,35,1.02857142857143,"Cx. pipiens"
"16066","Sacramento",140022,2004,9,1,100,28,3.57142857142857,"Cx. pipiens"
"16067","Sacramento",140022,2004,10,1,7,7,1,"Cx. pipiens"
"16068","Sacramento",140022,2005,1,1,3,14,0.214285714285714,"Cx. pipiens"
"16069","Sacramento",140022,2005,2,1,8,22,0.363636363636364,"Cx. pipiens"
"16070","Sacramento",140022,2005,3,1,6,22,0.272727272727273,"Cx. pipiens"
"16071","Sacramento",140022,2005,4,1,12,14,0.857142857142857,"Cx. pipiens"
"16072","Sacramento",140022,2005,5,1,24,36,0.666666666666667,"Cx. pipiens"
"16073","Sacramento",140022,2005,6,1,27,28,0.964285714285714,"Cx. pipiens"
"16074","Sacramento",140022,2005,7,1,43,28,1.53571428571429,"Cx. pipiens"
"16075","Sacramento",140022,2005,8,1,25,21,1.19047619047619,"Cx. pipiens"
"16076","Sacramento",140022,2005,9,1,30,28,1.07142857142857,"Cx. pipiens"
"16077","Sacramento",140022,2005,10,1,33,29,1.13793103448276,"Cx. pipiens"
"16078","Sacramento",140022,2005,11,1,34,21,1.61904761904762,"Cx. pipiens"
"16079","Sacramento",140022,2005,12,1,18,21,0.857142857142857,"Cx. pipiens"
"16080","Sacramento",140022,2006,1,1,3,14,0.214285714285714,"Cx. pipiens"
"16081","Sacramento",140022,2006,2,1,9,22,0.409090909090909,"Cx. pipiens"
"16082","Sacramento",140022,2006,3,1,6,15,0.4,"Cx. pipiens"
"16083","Sacramento",140022,2008,8,1,6,1,6,"Cx. pipiens"
"16084","Sacramento",140022,2011,5,1,3,1,3,"Cx. pipiens"
"16085","Sacramento",140022,2011,9,1,74,2,37,"Cx. pipiens"
"16086","Sacramento",140022,2012,7,1,43,1,43,"Cx. pipiens"
"16087","Sacramento",140022,2019,8,1,6,1,6,"Cx. pipiens"
"16088","Sacramento",140022,2020,7,1,14,2,7,"Cx. pipiens"
"16089","Sacramento",140022,2023,11,1,2,1,2,"Cx. pipiens"
"16090","Sacramento",140023,2004,7,1,31,1,31,"Cx. pipiens"
"16091","Sacramento",140023,2004,8,1,10,1,10,"Cx. pipiens"
"16092","Sacramento",140023,2005,7,1,29,1,29,"Cx. pipiens"
"16093","Sacramento",140023,2005,8,3,61,6,10.1666666666667,"Cx. pipiens"
"16094","Sacramento",140023,2005,9,2,22,4,5.5,"Cx. pipiens"
"16095","Sacramento",140023,2005,10,1,9,2,4.5,"Cx. pipiens"
"16096","Sacramento",140023,2006,4,1,14,32,0.4375,"Cx. pipiens"
"16097","Sacramento",140023,2006,5,2,367,95,3.86315789473684,"Cx. pipiens"
"16098","Sacramento",140023,2006,6,3,554,71,7.80281690140845,"Cx. pipiens"
"16099","Sacramento",140023,2006,7,4,401,102,3.93137254901961,"Cx. pipiens"
"16100","Sacramento",140023,2006,8,2,234,70,3.34285714285714,"Cx. pipiens"
"16101","Sacramento",140023,2006,9,2,153,70,2.18571428571429,"Cx. pipiens"
"16102","Sacramento",140023,2006,10,2,143,103,1.38834951456311,"Cx. pipiens"
"16103","Sacramento",140023,2006,11,2,72,57,1.26315789473684,"Cx. pipiens"
"16104","Sacramento",140023,2006,12,2,18,37,0.486486486486487,"Cx. pipiens"
"16105","Sacramento",140023,2007,1,1,4,29,0.137931034482759,"Cx. pipiens"
"16106","Sacramento",140023,2007,2,1,6,29,0.206896551724138,"Cx. pipiens"
"16107","Sacramento",140023,2007,3,2,8,23,0.347826086956522,"Cx. pipiens"
"16108","Sacramento",140023,2007,4,2,29,40,0.725,"Cx. pipiens"
"16109","Sacramento",140023,2007,5,2,244,56,4.35714285714286,"Cx. pipiens"
"16110","Sacramento",140023,2007,6,2,185,85,2.17647058823529,"Cx. pipiens"
"16111","Sacramento",140023,2007,7,2,309,105,2.94285714285714,"Cx. pipiens"
"16112","Sacramento",140023,2007,8,2,461,85,5.42352941176471,"Cx. pipiens"
"16113","Sacramento",140023,2007,9,2,702,92,7.6304347826087,"Cx. pipiens"
"16114","Sacramento",140023,2007,10,2,121,72,1.68055555555556,"Cx. pipiens"
"16115","Sacramento",140023,2007,11,1,92,54,1.7037037037037,"Cx. pipiens"
"16116","Sacramento",140023,2007,12,1,39,35,1.11428571428571,"Cx. pipiens"
"16117","Sacramento",140023,2008,1,1,3,37,0.0810810810810811,"Cx. pipiens"
"16118","Sacramento",140023,2008,2,1,6,28,0.214285714285714,"Cx. pipiens"
"16119","Sacramento",140023,2008,3,2,19,53,0.358490566037736,"Cx. pipiens"
"16120","Sacramento",140023,2008,4,2,56,57,0.982456140350877,"Cx. pipiens"
"16121","Sacramento",140023,2008,5,2,112,75,1.49333333333333,"Cx. pipiens"
"16122","Sacramento",140023,2008,6,2,316,106,2.9811320754717,"Cx. pipiens"
"16123","Sacramento",140023,2008,7,4,1588,84,18.9047619047619,"Cx. pipiens"
"16124","Sacramento",140023,2008,8,2,460,74,6.21621621621622,"Cx. pipiens"
"16125","Sacramento",140023,2008,9,2,912,116,7.86206896551724,"Cx. pipiens"
"16126","Sacramento",140023,2008,10,2,525,94,5.58510638297872,"Cx. pipiens"
"16127","Sacramento",140023,2008,11,1,147,88,1.67045454545455,"Cx. pipiens"
"16128","Sacramento",140023,2008,12,1,17,43,0.395348837209302,"Cx. pipiens"
"16129","Sacramento",140023,2009,1,1,7,29,0.241379310344828,"Cx. pipiens"
"16130","Sacramento",140023,2009,2,1,29,67,0.432835820895522,"Cx. pipiens"
"16131","Sacramento",140023,2009,3,1,20,64,0.3125,"Cx. pipiens"
"16132","Sacramento",140023,2009,4,3,420,42,10,"Cx. pipiens"
"16133","Sacramento",140023,2009,5,2,433,113,3.83185840707965,"Cx. pipiens"
"16134","Sacramento",140023,2009,6,4,980,86,11.3953488372093,"Cx. pipiens"
"16135","Sacramento",140023,2009,7,2,200,40,5,"Cx. pipiens"
"16136","Sacramento",140023,2009,8,1,92,6,15.3333333333333,"Cx. pipiens"
"16137","Sacramento",140023,2009,9,1,83,5,16.6,"Cx. pipiens"
"16138","Sacramento",140023,2009,10,1,27,2,13.5,"Cx. pipiens"
"16139","Sacramento",140023,2010,3,1,1,1,1,"Cx. pipiens"
"16140","Sacramento",140023,2010,4,1,15,4,3.75,"Cx. pipiens"
"16141","Sacramento",140023,2010,5,1,22,6,3.66666666666667,"Cx. pipiens"
"16142","Sacramento",140023,2010,6,1,120,8,15,"Cx. pipiens"
"16143","Sacramento",140023,2010,7,1,34,7,4.85714285714286,"Cx. pipiens"
"16144","Sacramento",140023,2010,8,1,66,9,7.33333333333333,"Cx. pipiens"
"16145","Sacramento",140023,2010,9,1,10,4,2.5,"Cx. pipiens"
"16146","Sacramento",140023,2010,10,2,23,6,3.83333333333333,"Cx. pipiens"
"16147","Sacramento",140023,2011,3,1,1,1,1,"Cx. pipiens"
"16148","Sacramento",140023,2011,4,1,22,8,2.75,"Cx. pipiens"
"16149","Sacramento",140023,2011,5,1,49,8,6.125,"Cx. pipiens"
"16150","Sacramento",140023,2011,6,1,99,10,9.9,"Cx. pipiens"
"16151","Sacramento",140023,2011,7,2,74,12,6.16666666666667,"Cx. pipiens"
"16152","Sacramento",140023,2011,8,2,128,10,12.8,"Cx. pipiens"
"16153","Sacramento",140023,2011,9,1,19,5,3.8,"Cx. pipiens"
"16154","Sacramento",140023,2011,10,1,14,7,2,"Cx. pipiens"
"16155","Sacramento",140023,2011,11,1,4,1,4,"Cx. pipiens"
"16156","Sacramento",140023,2012,3,1,2,1,2,"Cx. pipiens"
"16157","Sacramento",140023,2012,4,1,8,6,1.33333333333333,"Cx. pipiens"
"16158","Sacramento",140023,2012,5,1,25,8,3.125,"Cx. pipiens"
"16159","Sacramento",140023,2012,6,2,46,9,5.11111111111111,"Cx. pipiens"
"16160","Sacramento",140023,2012,7,1,20,7,2.85714285714286,"Cx. pipiens"
"16161","Sacramento",140023,2012,8,3,49,12,4.08333333333333,"Cx. pipiens"
"16162","Sacramento",140023,2012,9,2,24,5,4.8,"Cx. pipiens"
"16163","Sacramento",140023,2012,10,1,31,7,4.42857142857143,"Cx. pipiens"
"16164","Sacramento",140023,2013,5,1,70,8,8.75,"Cx. pipiens"
"16165","Sacramento",140023,2013,6,1,12,7,1.71428571428571,"Cx. pipiens"
"16166","Sacramento",140023,2013,7,2,25,7,3.57142857142857,"Cx. pipiens"
"16167","Sacramento",140023,2013,8,1,60,7,8.57142857142857,"Cx. pipiens"
"16168","Sacramento",140023,2013,9,1,44,5,8.8,"Cx. pipiens"
"16169","Sacramento",140023,2013,10,1,21,6,3.5,"Cx. pipiens"
"16170","Sacramento",140023,2013,11,1,3,2,1.5,"Cx. pipiens"
"16171","Sacramento",140023,2014,4,1,63,4,15.75,"Cx. pipiens"
"16172","Sacramento",140023,2014,5,1,105,8,13.125,"Cx. pipiens"
"16173","Sacramento",140023,2014,6,1,91,8,11.375,"Cx. pipiens"
"16174","Sacramento",140023,2014,7,1,77,10,7.7,"Cx. pipiens"
"16175","Sacramento",140023,2014,8,2,41,5,8.2,"Cx. pipiens"
"16176","Sacramento",140023,2014,9,2,65,6,10.8333333333333,"Cx. pipiens"
"16177","Sacramento",140023,2014,10,1,16,4,4,"Cx. pipiens"
"16178","Sacramento",140023,2015,5,1,85,8,10.625,"Cx. pipiens"
"16179","Sacramento",140023,2015,6,1,110,8,13.75,"Cx. pipiens"
"16180","Sacramento",140023,2015,7,1,60,10,6,"Cx. pipiens"
"16181","Sacramento",140023,2015,8,1,55,6,9.16666666666667,"Cx. pipiens"
"16182","Sacramento",140023,2015,9,2,30,7,4.28571428571429,"Cx. pipiens"
"16183","Sacramento",140023,2015,10,1,43,8,5.375,"Cx. pipiens"
"16184","Sacramento",140023,2016,5,1,169,8,21.125,"Cx. pipiens"
"16185","Sacramento",140023,2016,6,1,130,9,14.4444444444444,"Cx. pipiens"
"16186","Sacramento",140023,2016,7,2,38,7,5.42857142857143,"Cx. pipiens"
"16187","Sacramento",140023,2016,8,1,29,7,4.14285714285714,"Cx. pipiens"
"16188","Sacramento",140023,2016,9,1,17,5,3.4,"Cx. pipiens"
"16189","Sacramento",140023,2016,10,1,17,5,3.4,"Cx. pipiens"
"16190","Sacramento",140023,2017,5,1,469,7,67,"Cx. pipiens"
"16191","Sacramento",140023,2017,6,1,516,8,64.5,"Cx. pipiens"
"16192","Sacramento",140023,2017,7,1,183,7,26.1428571428571,"Cx. pipiens"
"16193","Sacramento",140023,2017,8,1,61,8,7.625,"Cx. pipiens"
"16194","Sacramento",140023,2017,9,1,35,6,5.83333333333333,"Cx. pipiens"
"16195","Sacramento",140023,2017,10,1,55,7,7.85714285714286,"Cx. pipiens"
"16196","Sacramento",140023,2018,5,1,65,7,9.28571428571429,"Cx. pipiens"
"16197","Sacramento",140023,2018,6,1,262,9,29.1111111111111,"Cx. pipiens"
"16198","Sacramento",140023,2018,7,1,156,8,19.5,"Cx. pipiens"
"16199","Sacramento",140023,2018,8,1,63,8,7.875,"Cx. pipiens"
"16200","Sacramento",140023,2018,9,1,77,7,11,"Cx. pipiens"
"16201","Sacramento",140023,2018,10,1,39,4,9.75,"Cx. pipiens"
"16202","Sacramento",140023,2018,11,1,3,2,1.5,"Cx. pipiens"
"16203","Sacramento",140023,2019,4,1,20,1,20,"Cx. pipiens"
"16204","Sacramento",140023,2019,5,2,150,7,21.4285714285714,"Cx. pipiens"
"16205","Sacramento",140023,2019,6,1,40,6,6.66666666666667,"Cx. pipiens"
"16206","Sacramento",140023,2019,7,3,217,9,24.1111111111111,"Cx. pipiens"
"16207","Sacramento",140023,2019,8,1,174,9,19.3333333333333,"Cx. pipiens"
"16208","Sacramento",140023,2019,9,1,18,4,4.5,"Cx. pipiens"
"16209","Sacramento",140023,2019,10,1,10,3,3.33333333333333,"Cx. pipiens"
"16210","Sacramento",140023,2020,5,1,80,8,10,"Cx. pipiens"
"16211","Sacramento",140023,2020,6,1,102,8,12.75,"Cx. pipiens"
"16212","Sacramento",140023,2020,7,1,17,7,2.42857142857143,"Cx. pipiens"
"16213","Sacramento",140023,2020,8,2,16,7,2.28571428571429,"Cx. pipiens"
"16214","Sacramento",140023,2020,9,2,37,6,6.16666666666667,"Cx. pipiens"
"16215","Sacramento",140023,2020,10,1,22,3,7.33333333333333,"Cx. pipiens"
"16216","Sacramento",140023,2021,5,1,41,6,6.83333333333333,"Cx. pipiens"
"16217","Sacramento",140023,2021,6,2,150,11,13.6363636363636,"Cx. pipiens"
"16218","Sacramento",140023,2021,7,4,69,12,5.75,"Cx. pipiens"
"16219","Sacramento",140023,2021,8,2,22,7,3.14285714285714,"Cx. pipiens"
"16220","Sacramento",140023,2021,9,16,397,23,17.2608695652174,"Cx. pipiens"
"16221","Sacramento",140023,2021,10,1,9,3,3,"Cx. pipiens"
"16222","Sacramento",140023,2022,2,1,6,1,6,"Cx. pipiens"
"16223","Sacramento",140023,2022,4,1,4,1,4,"Cx. pipiens"
"16224","Sacramento",140023,2022,5,1,37,5,7.4,"Cx. pipiens"
"16225","Sacramento",140023,2022,6,1,89,8,11.125,"Cx. pipiens"
"16226","Sacramento",140023,2022,7,3,242,12,20.1666666666667,"Cx. pipiens"
"16227","Sacramento",140023,2022,8,1,5,4,1.25,"Cx. pipiens"
"16228","Sacramento",140023,2022,9,1,29,8,3.625,"Cx. pipiens"
"16229","Sacramento",140023,2022,10,1,5,3,1.66666666666667,"Cx. pipiens"
"16230","Sacramento",140023,2023,5,1,1,1,1,"Cx. pipiens"
"16231","Sacramento",140023,2023,6,1,285,7,40.7142857142857,"Cx. pipiens"
"16232","Sacramento",140023,2023,7,4,343,10,34.3,"Cx. pipiens"
"16233","Sacramento",140023,2023,8,1,40,7,5.71428571428571,"Cx. pipiens"
"16234","Sacramento",140023,2023,9,1,40,6,6.66666666666667,"Cx. pipiens"
"16235","Sacramento",140023,2023,10,7,20,7,2.85714285714286,"Cx. pipiens"
"16236","Sacramento",140024,2017,4,2,184,13,14.1538461538462,"Cx. pipiens"
"16237","Sacramento",140024,2017,5,2,355,11,32.2727272727273,"Cx. pipiens"
"16238","Sacramento",140024,2017,6,1,13,2,6.5,"Cx. pipiens"
"16239","Sacramento",140024,2017,7,2,36,4,9,"Cx. pipiens"
"16240","Sacramento",140024,2018,4,1,17,3,5.66666666666667,"Cx. pipiens"
"16241","Sacramento",140024,2019,5,1,2,1,2,"Cx. pipiens"
"16242","Sacramento",140025,2005,6,1,67,4,16.75,"Cx. pipiens"
"16243","Sacramento",140025,2005,7,2,339,36,9.41666666666667,"Cx. pipiens"
"16244","Sacramento",140025,2005,8,3,182,31,5.87096774193548,"Cx. pipiens"
"16245","Sacramento",140025,2005,9,2,188,30,6.26666666666667,"Cx. pipiens"
"16246","Sacramento",140025,2005,10,2,129,37,3.48648648648649,"Cx. pipiens"
"16247","Sacramento",140025,2005,11,1,41,21,1.95238095238095,"Cx. pipiens"
"16248","Sacramento",140025,2005,12,1,14,14,1,"Cx. pipiens"
"16249","Sacramento",140025,2006,1,1,3,15,0.2,"Cx. pipiens"
"16250","Sacramento",140025,2006,3,1,1,8,0.125,"Cx. pipiens"
"16251","Sacramento",140025,2006,4,1,16,25,0.64,"Cx. pipiens"
"16252","Sacramento",140025,2006,5,1,102,51,2,"Cx. pipiens"
"16253","Sacramento",140025,2006,6,1,91,54,1.68518518518519,"Cx. pipiens"
"16254","Sacramento",140025,2006,7,3,104,73,1.42465753424658,"Cx. pipiens"
"16255","Sacramento",140025,2006,8,2,35,58,0.603448275862069,"Cx. pipiens"
"16256","Sacramento",140025,2006,9,1,106,50,2.12,"Cx. pipiens"
"16257","Sacramento",140025,2006,10,1,146,70,2.08571428571429,"Cx. pipiens"
"16258","Sacramento",140025,2006,11,1,67,56,1.19642857142857,"Cx. pipiens"
"16259","Sacramento",140025,2006,12,1,8,35,0.228571428571429,"Cx. pipiens"
"16260","Sacramento",140025,2007,1,1,3,15,0.2,"Cx. pipiens"
"16261","Sacramento",140025,2007,2,1,6,21,0.285714285714286,"Cx. pipiens"
"16262","Sacramento",140025,2007,3,1,18,37,0.486486486486487,"Cx. pipiens"
"16263","Sacramento",140025,2007,4,1,39,63,0.619047619047619,"Cx. pipiens"
"16264","Sacramento",140025,2007,5,1,41,49,0.836734693877551,"Cx. pipiens"
"16265","Sacramento",140025,2007,6,1,33,49,0.673469387755102,"Cx. pipiens"
"16266","Sacramento",140025,2007,7,2,118,65,1.81538461538462,"Cx. pipiens"
"16267","Sacramento",140025,2007,8,1,51,49,1.04081632653061,"Cx. pipiens"
"16268","Sacramento",140025,2007,9,3,928,85,10.9176470588235,"Cx. pipiens"
"16269","Sacramento",140025,2007,10,1,121,56,2.16071428571429,"Cx. pipiens"
"16270","Sacramento",140025,2007,11,1,83,54,1.53703703703704,"Cx. pipiens"
"16271","Sacramento",140025,2007,12,1,19,35,0.542857142857143,"Cx. pipiens"
"16272","Sacramento",140025,2008,1,1,6,37,0.162162162162162,"Cx. pipiens"
"16273","Sacramento",140025,2008,2,1,9,34,0.264705882352941,"Cx. pipiens"
"16274","Sacramento",140025,2008,3,1,34,65,0.523076923076923,"Cx. pipiens"
"16275","Sacramento",140025,2008,4,1,95,42,2.26190476190476,"Cx. pipiens"
"16276","Sacramento",140025,2008,5,1,370,56,6.60714285714286,"Cx. pipiens"
"16277","Sacramento",140025,2008,6,1,336,70,4.8,"Cx. pipiens"
"16278","Sacramento",140025,2008,7,2,405,58,6.98275862068965,"Cx. pipiens"
"16279","Sacramento",140025,2008,8,3,382,59,6.47457627118644,"Cx. pipiens"
"16280","Sacramento",140025,2008,9,3,854,73,11.6986301369863,"Cx. pipiens"
"16281","Sacramento",140025,2008,10,1,328,56,5.85714285714286,"Cx. pipiens"
"16282","Sacramento",140025,2008,11,1,137,40,3.425,"Cx. pipiens"
"16283","Sacramento",140025,2008,12,1,9,48,0.1875,"Cx. pipiens"
"16284","Sacramento",140025,2009,1,1,26,43,0.604651162790698,"Cx. pipiens"
"16285","Sacramento",140025,2009,2,1,48,58,0.827586206896552,"Cx. pipiens"
"16286","Sacramento",140025,2009,3,1,38,63,0.603174603174603,"Cx. pipiens"
"16287","Sacramento",140025,2009,4,1,58,41,1.41463414634146,"Cx. pipiens"
"16288","Sacramento",140025,2009,5,1,398,43,9.25581395348837,"Cx. pipiens"
"16289","Sacramento",140025,2009,6,3,484,53,9.13207547169811,"Cx. pipiens"
